datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,city
2023-01-01,1672511400,30.9,19.0,24.8,30.0,19.0,24.8,17.1,65.9,0.0,0.0,0.0,,0.0,0.0,20.5,10.8,130.0,1017.8,46.0,5.5,162.0,13.9,7.0,10.0,06:46:17,1672535777,17:52:45,1672575765,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-02,1672597800,29.5,19.0,23.9,29.1,19.0,24.0,17.0,67.3,0.0,0.0,0.0,,0.0,0.0,27.4,14.4,113.4,1018.1,32.1,5.3,186.3,16.2,7.0,10.0,06:46:38,1672622198,17:53:21,1672662201,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-03,1672684200,28.8,18.0,23.2,28.8,18.0,23.3,16.4,67.5,0.0,0.0,0.0,,0.0,0.0,25.9,14.6,117.8,1018.3,36.0,4.7,185.1,16.0,7.0,10.0,06:46:58,1672708618,17:53:57,1672748637,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-04,1672770600,27.9,18.0,23.2,27.8,18.0,23.2,16.3,68.0,0.0,0.0,0.0,,0.0,0.0,30.6,14.9,124.0,1017.6,39.2,5.0,202.7,17.5,8.0,10.0,06:47:17,1672795037,17:54:34,1672835074,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-05,1672857000,26.6,19.0,22.3,26.6,19.0,22.3,17.3,74.1,0.0,0.0,0.0,['rain'],0.0,0.0,30.6,16.7,114.9,1018.7,36.5,4.1,141.1,12.0,6.0,10.0,06:47:35,1672881455,17:55:10,1672921510,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-06,1672943400,25.0,19.0,21.7,25.0,19.0,21.7,18.2,80.9,0.0,0.0,0.0,['rain'],0.0,0.0,24.1,15.7,82.8,1020.3,77.5,2.8,151.9,13.2,6.0,10.0,06:47:52,1672967872,17:55:47,1673007947,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-07,1673029800,28.5,17.9,21.7,27.5,17.9,21.7,13.3,63.5,0.0,0.0,0.0,,0.0,0.0,33.5,18.8,51.7,1019.6,47.5,4.0,216.0,18.6,8.0,10.0,06:48:08,1673054288,17:56:24,1673094384,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-08,1673116200,28.1,12.0,19.7,26.7,12.0,19.5,6.3,49.5,0.0,0.0,0.0,,0.0,0.0,27.4,16.7,54.4,1018.5,8.4,5.2,235.9,20.4,8.0,10.0,06:48:22,1673140702,17:57:01,1673180821,0.54,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-09,1673202600,29.0,12.1,19.5,27.4,12.1,19.2,5.3,46.6,0.0,0.0,0.0,,0.0,0.0,21.6,11.6,81.3,1019.2,0.2,5.3,233.9,20.4,8.0,10.0,06:48:36,1673227116,17:57:38,1673267258,0.58,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-10,1673289000,29.2,10.5,20.0,27.6,10.5,19.6,7.9,52.9,0.0,0.0,0.0,,0.0,0.0,23.4,12.8,81.3,1018.5,1.3,5.3,234.1,20.4,8.0,10.0,06:48:48,1673313528,17:58:16,1673353696,0.61,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-11,1673375400,29.8,13.2,21.3,28.2,13.2,20.9,9.5,52.2,0.0,0.0,0.0,,0.0,0.0,16.9,9.4,148.6,1016.4,2.3,5.2,232.8,20.4,8.0,10.0,06:48:59,1673399939,17:58:53,1673440133,0.64,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-12,1673461800,30.9,14.1,22.1,29.1,14.1,21.7,10.9,53.1,0.0,0.0,0.0,,0.0,0.0,19.8,10.9,165.8,1014.8,0.2,5.4,230.2,19.8,8.0,10.0,06:49:09,1673486349,17:59:30,1673526570,0.68,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-13,1673548200,30.4,15.1,22.7,29.2,15.1,22.4,12.3,55.6,0.0,0.0,0.0,,0.0,0.0,20.2,11.2,135.9,1015.0,5.3,5.2,229.3,19.7,8.0,10.0,06:49:18,1673572758,18:00:08,1673613008,0.71,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-14,1673634600,30.9,13.5,22.9,29.3,13.5,22.6,12.9,59.0,0.0,0.0,0.0,,0.0,0.0,20.5,18.4,136.6,1014.9,3.3,5.4,230.7,19.8,8.0,10.0,06:49:26,1673659166,18:00:45,1673699445,0.75,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-15,1673721000,30.6,15.0,22.9,29.6,15.0,22.8,13.6,58.7,0.0,0.0,0.0,,0.0,0.0,24.8,11.7,121.1,1014.2,4.2,5.6,230.7,19.8,8.0,10.0,06:49:33,1673745573,18:01:22,1673785882,0.75,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-16,1673807400,31.0,16.1,23.6,29.3,16.1,23.3,13.3,57.4,0.0,0.0,0.0,,0.0,0.0,24.5,15.5,126.6,1014.8,0.1,5.7,234.5,20.1,8.0,10.0,06:49:38,1673831978,18:01:59,1673872319,0.81,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-17,1673893800,29.9,14.0,23.1,28.4,14.0,22.7,12.4,57.3,0.0,0.0,0.0,,0.0,0.0,29.5,16.2,124.5,1015.4,1.9,5.7,238.8,20.7,8.0,10.0,06:49:42,1673918382,18:02:36,1673958756,0.85,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-18,1673980200,29.9,14.5,22.8,28.9,14.5,22.5,13.1,58.9,0.0,0.0,0.0,,0.0,0.0,23.0,16.0,119.8,1016.9,2.0,5.6,235.8,20.5,8.0,10.0,06:49:45,1674004785,18:03:13,1674045193,0.88,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-19,1674066600,28.9,16.0,22.6,27.9,16.0,22.5,13.0,58.2,0.0,0.0,0.0,,0.0,0.0,26.3,14.9,111.8,1017.6,3.8,5.6,233.6,20.2,8.0,10.0,06:49:47,1674091187,18:03:49,1674131629,0.91,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-20,1674153000,28.8,15.0,22.5,28.1,15.0,22.3,14.1,63.6,0.0,0.0,0.0,,0.0,0.0,30.2,14.8,131.8,1017.3,4.0,5.4,233.1,20.1,8.0,10.0,06:49:47,1674177587,18:04:26,1674218066,0.95,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-21,1674239400,28.5,17.0,22.8,28.8,17.0,22.7,13.5,60.9,0.0,0.0,0.0,,0.0,0.0,25.6,14.8,118.7,1016.9,3.9,5.6,235.2,20.3,8.0,10.0,06:49:46,1674263986,18:05:02,1674304502,0.98,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-22,1674325800,28.7,15.1,22.3,28.0,15.1,22.2,13.6,61.0,0.0,0.0,0.0,,0.0,0.0,27.0,16.2,117.5,1015.8,4.5,5.5,240.2,21.0,9.0,10.0,06:49:44,1674350384,18:05:37,1674390937,0.0,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-23,1674412200,27.0,16.5,22.1,27.2,16.5,22.1,15.2,67.3,0.0,0.0,0.0,,0.0,0.0,35.3,18.0,103.7,1015.1,17.5,4.6,231.4,20.1,8.0,10.0,06:49:41,1674436781,18:06:13,1674477373,0.05,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-24,1674498600,29.1,17.0,23.0,28.1,17.0,22.9,15.0,65.3,0.0,0.0,0.0,,0.0,0.0,33.5,19.6,114.8,1015.1,24.3,5.4,223.0,19.4,8.0,10.0,06:49:37,1674523177,18:06:48,1674563808,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-25,1674585000,28.9,18.0,22.8,28.0,18.0,22.7,14.0,60.8,0.0,0.0,0.0,,0.0,0.0,33.8,18.4,116.6,1015.0,25.7,6.1,239.1,20.6,8.0,10.0,06:49:31,1674609571,18:07:23,1674650243,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-26,1674671400,29.4,16.0,22.9,27.8,16.0,22.6,11.8,54.4,0.0,0.0,0.0,,0.0,0.0,33.5,16.7,108.5,1015.2,8.8,5.4,245.1,21.2,9.0,10.0,06:49:24,1674695964,18:07:57,1674736677,0.15,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-27,1674757800,29.0,14.0,22.0,27.7,14.0,21.8,12.4,60.1,0.0,0.0,0.0,,0.0,0.0,29.5,16.4,100.2,1015.7,6.2,5.6,241.0,20.8,8.0,10.0,06:49:16,1674782356,18:08:31,1674823111,0.18,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-28,1674844200,30.0,15.1,22.9,28.6,15.1,22.6,11.3,52.1,0.0,0.0,0.0,,0.0,0.0,27.0,13.4,120.8,1014.9,0.1,5.8,241.3,20.9,8.0,10.0,06:49:07,1674868747,18:09:05,1674909545,0.25,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-29,1674930600,29.0,14.0,22.3,28.2,14.0,22.1,13.2,60.3,0.0,0.0,0.0,,0.0,0.0,36.0,21.2,110.5,1013.8,3.8,5.4,240.5,21.0,9.0,10.0,06:48:56,1674955136,18:09:38,1674995978,0.25,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-30,1675017000,27.9,18.0,22.8,28.3,18.0,22.8,16.9,70.9,0.0,0.0,0.0,,0.0,0.0,36.4,17.5,109.0,1015.4,46.8,4.7,195.8,17.0,7.0,10.0,06:48:44,1675041524,18:10:10,1675082410,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-01-31,1675103400,29.3,18.0,24.1,28.8,18.0,24.0,15.4,60.9,0.0,0.0,0.0,,0.0,0.0,25.9,13.2,95.5,1015.0,46.3,5.7,203.7,17.6,8.0,10.0,06:48:32,1675127912,18:10:43,1675168843,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999', 'remote']",obs,Hyderabad
2023-02-01,1675189800,29.0,18.0,23.3,28.3,18.0,23.2,14.6,61.7,0.0,0.0,0.0,,0.0,0.0,34.9,19.0,57.2,1015.1,40.1,4.8,233.3,20.1,8.0,10.0,06:48:17,1675214297,18:11:14,1675255274,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-02,1675276200,29.1,17.1,23.3,27.8,17.1,23.0,10.4,48.3,0.0,0.0,0.0,,0.0,0.0,38.5,19.9,62.6,1015.7,25.3,6.5,247.1,21.2,9.0,10.0,06:48:02,1675300682,18:11:46,1675341706,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999', 'remote']",obs,Hyderabad
2023-02-03,1675362600,30.8,15.3,22.6,28.8,15.3,22.2,4.7,34.2,0.0,0.0,0.0,,0.0,0.0,27.4,14.8,45.9,1016.1,10.7,6.0,250.5,21.7,9.0,10.0,06:47:46,1675387066,18:12:16,1675428136,0.42,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-04,1675449000,31.0,14.0,22.8,29.2,14.0,22.4,8.5,44.5,0.0,0.0,0.0,,0.0,0.0,26.3,14.8,69.5,1014.6,0.9,7.6,250.3,21.8,9.0,10.0,06:47:28,1675473448,18:12:47,1675514567,0.45,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999', 'remote']",obs,Hyderabad
2023-02-05,1675535400,31.2,15.0,23.7,29.3,15.0,23.1,10.0,47.8,0.0,0.0,0.0,,0.0,0.0,22.0,10.3,75.1,1014.3,0.3,5.5,253.3,22.0,9.0,10.0,06:47:10,1675559830,18:13:16,1675600996,0.5,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-06,1675621800,31.9,16.0,23.9,30.3,16.0,23.6,13.3,55.5,0.0,0.0,0.0,,0.0,0.0,23.8,14.8,94.4,1014.0,0.5,6.0,251.0,21.8,9.0,10.0,06:46:50,1675646210,18:13:46,1675687426,0.52,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-07,1675708200,31.9,18.1,25.1,31.0,18.1,24.8,14.9,56.7,0.0,0.0,0.0,,0.0,0.0,23.0,14.3,134.9,1013.4,25.7,5.6,238.9,20.7,9.0,10.0,06:46:29,1675732589,18:14:14,1675773854,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-08,1675794600,32.4,19.0,25.6,31.3,19.0,25.3,15.1,56.0,0.0,0.0,0.0,,0.0,0.0,22.3,12.1,86.9,1014.0,21.7,5.0,246.6,21.4,9.0,10.0,06:46:07,1675818967,18:14:43,1675860283,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-09,1675881000,32.9,17.0,25.1,30.8,17.0,24.5,12.3,50.9,0.0,0.0,0.0,,0.0,0.0,21.2,13.0,70.2,1014.8,8.4,5.6,255.7,22.1,9.0,10.0,06:45:44,1675905344,18:15:10,1675946710,0.62,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-10,1675967400,32.8,16.0,24.2,30.4,16.0,23.5,8.4,44.5,0.0,0.0,0.0,,0.0,0.0,24.5,12.0,54.8,1015.9,0.1,6.0,259.1,22.3,9.0,10.0,06:45:20,1675991720,18:15:37,1676033137,0.65,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-11,1676053800,34.5,17.2,25.4,31.9,17.2,24.6,7.2,36.7,0.0,0.0,0.0,,0.0,0.0,21.2,10.2,95.2,1016.1,0.1,6.0,261.8,22.6,9.0,10.0,06:44:55,1676078095,18:16:04,1676119564,0.69,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-12,1676140200,34.3,18.7,26.1,32.5,18.7,25.3,8.7,37.0,0.0,0.0,0.0,,0.0,0.0,20.9,14.0,26.3,1016.4,5.6,6.1,261.9,22.6,9.0,10.0,06:44:28,1676164468,18:16:30,1676205990,0.72,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-13,1676226600,31.0,18.3,24.6,28.9,18.3,24.0,5.4,32.3,0.0,0.0,0.0,,0.0,0.0,33.1,19.4,42.9,1017.3,0.1,6.6,268.9,23.0,9.0,10.0,06:44:01,1676250841,18:16:55,1676292415,0.75,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-14,1676313000,31.5,15.0,23.3,29.3,15.0,22.6,3.7,33.2,0.0,0.0,0.0,,0.0,0.0,29.5,13.7,45.4,1016.7,1.6,6.2,270.2,23.4,9.0,10.0,06:43:33,1676337213,18:17:20,1676378840,0.79,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-15,1676399400,33.1,14.5,24.1,30.7,14.5,23.3,4.2,32.7,0.0,0.0,0.0,,0.0,0.0,32.4,15.1,27.0,1015.1,0.1,5.7,268.0,23.0,9.0,10.0,06:43:04,1676423584,18:17:45,1676465265,0.83,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-16,1676485800,32.4,16.5,25.3,30.2,16.5,24.5,5.0,30.8,0.0,0.0,0.0,,0.0,0.0,35.6,16.7,36.2,1015.3,1.3,5.7,268.9,23.0,9.0,10.0,06:42:34,1676509954,18:18:09,1676551689,0.86,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-17,1676572200,33.0,18.2,25.0,30.9,18.2,24.4,6.7,33.5,0.0,0.0,0.0,,0.0,0.0,24.1,11.6,28.7,1015.5,0.4,5.8,267.3,23.0,9.0,10.0,06:42:03,1676596323,18:18:32,1676638112,0.9,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-18,1676658600,32.0,15.0,24.7,30.1,15.0,24.2,11.6,47.8,0.0,0.0,0.0,,0.0,0.0,20.9,11.7,99.3,1015.2,0.1,5.6,267.1,23.0,9.0,10.0,06:41:31,1676682691,18:18:55,1676724535,0.93,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-19,1676745000,30.9,18.0,25.0,29.6,18.0,24.7,14.6,55.9,0.0,0.0,0.0,,0.0,0.0,24.8,14.8,118.3,1015.7,4.8,5.8,265.5,23.0,9.0,10.0,06:40:59,1676769059,18:19:17,1676810957,0.96,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-20,1676831400,32.0,17.0,25.2,30.6,17.0,24.7,13.9,55.5,0.0,0.0,0.0,,0.0,0.0,18.7,9.4,118.1,1015.6,2.3,5.8,270.2,23.3,9.0,10.0,06:40:25,1676855425,18:19:39,1676897379,0.0,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-21,1676917800,34.4,16.0,25.7,31.9,16.0,24.8,10.3,47.4,0.0,0.0,0.0,,0.0,0.0,20.2,16.0,51.9,1015.7,0.1,5.8,275.6,23.8,9.0,10.0,06:39:51,1676941791,18:20:00,1676983800,0.03,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-22,1677004200,35.1,17.0,26.2,32.6,17.0,25.4,9.9,41.4,0.0,0.0,0.0,,0.0,0.0,19.4,13.4,123.0,1015.0,0.8,5.7,276.3,23.9,9.0,10.0,06:39:16,1677028156,18:20:21,1677070221,0.06,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-23,1677090600,33.7,19.2,26.7,31.6,19.2,26.0,10.3,38.5,0.0,0.0,0.0,,0.0,0.0,19.1,14.4,112.8,1015.0,0.2,6.0,275.6,23.9,9.0,10.0,06:38:40,1677114520,18:20:41,1677156641,0.1,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-24,1677177000,33.8,19.9,26.7,31.8,19.9,25.9,10.7,41.7,0.0,0.0,0.0,,0.0,0.0,24.8,18.2,111.1,1016.0,2.3,5.8,278.2,24.0,9.0,10.0,06:38:03,1677200883,18:21:01,1677243061,0.13,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-25,1677263400,34.3,16.0,26.1,31.8,16.0,25.1,7.0,35.9,0.0,0.0,0.0,,0.0,0.0,28.4,15.1,77.7,1017.5,0.1,5.8,281.9,24.5,10.0,10.0,06:37:25,1677287245,18:21:20,1677329480,0.16,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-26,1677349800,33.1,14.5,25.5,30.9,14.5,24.7,8.5,38.5,0.0,0.0,0.0,,0.0,0.0,24.5,15.5,120.8,1018.4,0.1,6.1,280.2,24.2,10.0,10.0,06:36:47,1677373607,18:21:39,1677415899,0.2,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-27,1677436200,33.0,19.0,26.3,30.7,19.0,25.5,8.3,35.0,0.0,0.0,0.0,,0.0,0.0,28.1,15.3,126.8,1018.5,0.1,6.2,278.9,24.1,9.0,10.0,06:36:08,1677459968,18:21:58,1677502318,0.25,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-02-28,1677522600,32.1,19.0,26.1,30.0,19.0,25.4,9.7,39.1,0.0,0.0,0.0,,0.0,0.0,34.9,16.8,116.1,1018.5,2.4,6.0,280.6,24.3,10.0,10.0,06:35:29,1677546329,18:22:16,1677588736,0.26,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', '43128099999', 'VOHS']",obs,Hyderabad
2023-03-01,1677609000,31.9,19.5,25.7,30.1,19.5,25.0,9.8,39.7,0.0,0.0,0.0,,0.0,0.0,35.6,18.4,112.5,1019.3,0.1,6.2,281.7,24.3,10.0,10.0,06:34:49,1677632689,18:22:33,1677675153,0.29,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-02,1677695400,32.0,19.0,25.7,30.1,19.0,24.9,9.2,39.7,0.0,0.0,0.0,,0.0,0.0,33.1,16.7,115.9,1019.7,0.0,6.2,282.8,24.3,10.0,10.0,06:34:08,1677719048,18:22:50,1677761570,0.33,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-03,1677781800,32.9,19.0,26.4,31.1,19.0,25.6,9.3,36.2,0.0,0.0,0.0,,0.0,0.0,30.6,16.7,131.0,1020.1,5.9,6.2,256.5,22.2,9.0,10.0,06:33:27,1677805407,18:23:07,1677847987,0.36,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-04,1677868200,33.3,19.0,26.4,31.3,19.0,25.6,8.2,34.8,0.0,0.0,0.0,,0.0,0.0,29.9,14.9,120.3,1019.8,8.5,6.3,282.1,24.3,10.0,10.0,06:32:45,1677891765,18:23:23,1677934403,0.39,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-05,1677954600,33.8,20.5,26.8,31.7,20.5,25.9,8.8,35.2,0.0,0.0,0.0,,0.0,0.0,27.7,14.8,130.0,1019.2,3.5,6.2,286.0,24.8,10.0,10.0,06:32:02,1677978122,18:23:39,1678020819,0.43,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-06,1678041000,33.7,19.0,26.6,31.5,19.0,25.9,10.0,38.1,0.0,0.0,0.0,,0.0,0.0,20.5,13.1,117.0,1017.3,6.0,6.5,278.7,24.0,10.0,10.0,06:31:20,1678064480,18:23:55,1678107235,0.46,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-07,1678127400,29.4,19.5,24.5,28.4,19.5,24.3,11.4,44.7,0.0,0.0,0.0,,0.0,0.0,36.4,25.2,356.1,1018.2,5.8,6.0,277.4,23.9,9.0,10.0,06:30:36,1678150836,18:24:10,1678193650,0.5,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-08,1678213800,32.5,19.0,25.9,30.5,19.0,25.2,9.5,38.1,0.0,0.0,0.0,,0.0,0.0,29.2,16.7,86.5,1017.5,9.0,6.2,255.4,22.0,9.0,10.0,06:29:52,1678237192,18:24:25,1678280065,0.53,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-09,1678300200,31.9,20.0,26.0,30.2,20.0,25.3,10.6,40.9,0.0,0.0,0.0,,0.0,0.0,28.8,18.2,105.8,1016.5,17.6,6.2,277.1,23.8,9.0,10.0,06:29:08,1678323548,18:24:40,1678366480,0.56,Clear,Clear conditions throughout the day.,clear-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
2023-03-10,1678386600,32.9,18.0,26.0,31.1,18.0,25.3,11.1,43.8,0.0,0.0,0.0,,0.0,0.0,24.1,15.1,113.7,1015.9,21.0,6.4,282.0,24.4,10.0,10.0,06:28:23,1678409903,18:24:54,1678452894,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOHY', '43083099999', '43128599999', 'VOHS', '43128099999']",obs,Hyderabad
